Product,Price,Amount,Serving Size,Calories,Ingredients,Allergens
Vanilla Creme Brulee,,1 servings per container,1 each,660," Heavy Cream (Cream [Milk], Carrageenan, Mono Diglycerides, Polysorbate 80), Whole Milk (Milk, Vitamin D), Sugar, Egg Yolks, Vanilla Bean Paste (Cane Sugar, Dextrose, Fructose, Vanilla Natural Flavor, Caramel Color).","Eggs, Milk and Dairy"
Mini Vegan Corn Muffins,$5.41,10 oz,55 g (55 g),210," Non-GMO Sugar, Non-GMO Rice Milk (Filtered Water, Brown Rice [Partially Milled], Expeller Pressed Canola Oil and/or Safflower Oil and/or Sunflower Oil, Tricalcium Phosphate, Sea Salt, Vitamin A Palmitate, Vitamin D2, Vitamin B12), Non-GMO Unenriched Flour, Non-GMO Canola Oil, Water, Non-GMO Corn Meal, Salt, Non-GMO Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate [Baking Soda], Non-GMO Corn Starch), Baking Soda (Sodium Bicarbonate)",Wheat
Neapolitan Cupcakes 4ct,$6.99,10 oz,1 cupcake (71 g),290,"Water, Enriched Unbleached Flour (Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Confectioners' Sugar (Cane Sugar, Cornstarch), Cane Sugar, RSPO Certified Sustainable Palm Oil (Palm Oil, Vegetable Mono & Diglycerides), Expeller-pressed Canola Oil, Cocoa Powder (Cocoa Processed With Alkali), Chocolate Chips (Cane Sugar, Chocolate Liquor, Cocoa Butter, Soy Lecithin [An Emulsifier], Vanilla), Natural Strawberry Flavor, Baking Soda, Organic Vinegar, Sea Salt, Baking Powder (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate), Natural Vanilla Flavor.","Soy, Wheat"
Chocolate & Vanilla Almondmilk Pudding,$3.49,15 oz,1 container (106 g),100,"Almondmilk (Water, Almonds), Cane Sugar, Cornstarch, Tapioca Starch, Cocoa Powder (Processed With Alkali), Tricalcium Phosphate, Salt, Natural Flavor, Vanilla Bean",Tree Nuts
Organic Cookies,$2.79,9 servings per container,5 cookies (30 g),130," Unbleached Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Cane Sugar, Expeller Pressed Canola Oil, Molasses, Ginger, Leavening (Sodium Bicarbonate), Salt, Soy Lecithin (Emulsifier), Leavening (Ammonium Bicarbonate).","Soy, Wheat"
Annie's Organic Graham Crackers,$6.29,13 servings per container,2 full cracker sheets (31 g),130,"best ingredients: organic whole wheat flour (graham flour0, organic wheat flour, organic cane sugar, organic expeller-pressed sunflower oil, organic honey, organic molasses, leavening (ammonium bicarbonate, baking soda, cream of tartar), organic natural flavor, organic cinnamon, sea salt, mixed tocopherols (vitamin e) to protect flavor, organic rosemary extract.",Wheat
Gluten Free Ginger Zinger Cookies,$6.69,7 oz,2 cookies (28 g),130," Crystalized Ginger (Ginger, Sugar), Rice Flour, Butter, Cane Sugar, Brown Cane Sugar, Eggs, Natural Vanilla Flavor, Salt, Baking Soda, and Xanthan Gum","Milk and Dairy, Eggs"
Birthday Cake Sandwich Creme,$2.99,20 oz,2 cookies (27 g),130," Unbleached Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Powdered Sugar (Cane Sugar, Cornstarch [To Prevent Caking]), Expeller Pressed Canola Oil, Cane Sugar, Rainbow Sprinkles (Color [Turmeric Powder, Beet Root Powder, Spirulina], Powdered Sugar, Fractionated Expeller Pressed Palm Kernel Oil, Agave Syrup, Sunflower Lecithin [Emulsifier], Gum Arabic, Carnauba Wax), Wheat Starch, Invert Cane Sugar, Salt, Baking Soda (Sodium Bicarbonate), Natural Flavors, Soy Lecithin (Emulsifier).","Wheat, Soy"
Mint Slims Cookies,$5.54,7 oz,4 cookies (33 g),160," Confectionery Coating [Sugar, Vegetable Oil (Palm Kernel and/or Palm), Cocoa Powder Processed With Alkali, Buttermilk, Soy Lecithin, Natural Flavors], Gluten Free Whole Grain Oat Flour, Cane Sugar, Palm Oil, Cocoa (Processed With Alkali), Contains 2% or Less of: Molasses, Sodium Bicarbonate, Salt, Inulin, Soy Lecithin, Peppermint Oil, Ammonium Bicarbonate.","Milk and Dairy, Soy"
Original Creme Filled Chocolate Cookies,$6.99,13 oz,2 cookies (28 g),130," Organic Unbleached Wheat Flour, Organic Powdered Sugar (Organic Sugar, Organic Cornstarch), Organic Sugar, Organic Palm Fruit Oil, Sunflower Oil (Expeller Pressed), Cocoa (Processed With Alkali), Organic Invert Syrup, Natural Flavors, Sodium Bicarbonate, Unsweetened Chocolate, Salt, Soy Lecithin.","Wheat, Soy"
Cherry Pie Half,$7.99,15 oz,1 slice,340," Filling (Cherries, Cane Sugar, Enriched Wheat Flour [Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid]), Crust (Enriched Wheat Flour [Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Butter [Pasteurized Sweet Cream, Salt], Palm Oil, Water, Cane Sugar, Sea Salt), Topping (Cane Sugar, Eggs [Egg, Citric Acid]).","Eggs, Milk and Dairy, Wheat"
Euro Classic Imports,$6.49,8 servings per container,25 g (25 g),90,"Unbleached Unbromated Wheat Flour, Mixed Berries Filling 24% (Mixed Berries Puree 35% (Raspberry 20%; Blueberry 10%; Blackberry 5%); Glucose-fructose Syrup; Water; Sugar; Modified Corn Starch; Natural Flavor), Vegetable Oils (Canola; Sustainable Palm), Water, Cage Free Eggs, Sugar, Butter, Decoration (Dextrose, Wheat Starch, Palm Fat), Wheat Gluten, Yeast, Salt, Emulsifier (Mono and Diglycerides of Fatty Acids), Color (Beta Carotene), Antioxidant (Ascorbic Acid), Wheat Malt","Eggs, Milk and Dairy, Wheat"
Organic Cookies,$4.79,11 servings per container,2 cookies (30 g),140," Organic Enriched Wheat Flour (Organic Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Organic Expeller Pressed Palm Oil, Organic Cane Sugar, Organic Rolled Oats, Organic Raisins, Organic Invert Cane Sugar Syrup, Organic Cinnamon, Baking Soda (Sodium Bicarbonate), Sea Salt, Organic Soy Lecithin (Emulsifier).","Wheat, Soy"
"Birthday Cake 4""",$8.99,11 oz,0.25 cake (78 g),350,"Confectioner's Sugar (Cane Sugar, Cornstarch*), Cane Sugar, Enriched Unbleached Flour (Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Rainbow Sprinkles (Cane Sugar, Cornstarch, Palm Oil, Sunflower Lecithin, Natural Vanilla Flavor, Natural Colour [Spirulina, Riboflavin, Vegetable Juice, Annatto], Carnauba Wax), Shortening (Palm Oil, Vegetable Mono & Diglycerides*), Expeller-pressed Canola Oil*, Butter (Cream), Cage-free Eggs, Non-fat Powdered Milk, Baking Powder (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch*, Monocalcium Phosphate), Natural Vanilla Flavor*, Sea Salt., *Not Genetically Engineered","Milk and Dairy, Eggs, Wheat"
Vegan Coffee Pound Cake,$8.49,14 oz,55 g (55 g),220," Non-GMO Sugar, Non-GMO Flour (Wheat, Malted Barley), Non-GMO Organic Rice Milk (Filtered Water, Brown Rice [Partially Milled], Expeller-pressed Canola Oil and/Or Safflower Oil and/ Or Sunflower Oil, Tricalcium Phosphate, Sea Salt, Vitamin A Palmitate, Vitamin D2, Vitamin B12), Non-GMO Expeller-pressed Canola Oil, Water, Salt, Non-GMO Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate [Baking Soda], Non-GMO Corn Starch), Baking Soda (Sodium Bicarbonate), Non-GMO Vanilla and Crumbs (Non-GMO Gluten Free Flour (Rice Flour, Whole Grain Brown Rice Flour, Whole Sorghum Flour, Tapioca Starch, Potato Starch, Cellulose, Xanthan Gum, Vitamin and Mineral Blend [Calcium Carbonate, Niacinamide (Vitamin B3), Reduced Iron, Thiamin Hydrochloride (Vitamin B1), Riboflavin (Vitamin B2)], Non-GMO Brown Sugar, Non-GMO Vegan Butter (Natural Oil Blend (Palm Fruit, Canola and Olive Oil), Water, Contains 2% Or Less Of: Salt, Natural Flavor (Derived from Com, No MSG, No Alcohol, No Gluten, GMO Free), Sunflower Lecithin An Emulsifier, Lactic Acid (Non-dairy Derived from Sugar Beets), Annatto Extract----color), Non-GMO Vanilla, Cinnamon).","Milk and Dairy, Wheat"
Pecan Pie Half,$8.99,Unknown,Unknown,Unknown,Unknown,Unknown
Mini Vegan Pumpkin Spice Muffins,$5.41,10 oz,55 g,210,"Non-GMO Sugar, Non-GMO Unenriched Flour, Non-GMO Organic Rice Milk (Filtered Water, Brown Rice [Partially Milled], Expeller Pressed Canola Oil and/or Safflower Oil and/or Sunflower Oil, Tricalcium Phosphate, Sea Salt, Vitamin A Palmitate, Vitamin D2, Vitamin B12), Non-GMO Canola Oil, Water, Pumpkin, Salt, Non-GMO Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate [Baking Soda], Non-GMO Corn Starch), Baking Soda (Sodium Bicarbonate), Cinnamon, Nutmeg, Allspice, Cloves, Orange Zest, Lemon Zest, Ginger, Vanilla",Wheat
Everyday Michigan Four Berry Pie,$14.99,6 servings per container,1 slice,320," Cherries (Cherries, Cane Sugar), Cane Sugar, Unbleached Pastry Flour (Wheat), Blackberries, Blueberries, All Purpose Flour (Wheat), Palm Oil, Raspberries, Water, Butter (Cream [Milk], Salt), Brown Sugar, Modified Tapioca Starch, Rolled Oats, Stabilizer Blend (Sugar, Corn Starch, Carob Bean Gum, Agar and Salt), Sea Salt, Cinnamon.","Milk and Dairy, Wheat"
Lemon Cookies,$6.69,7 oz,2 cookies (28 g),140," Sugar, Unbleached Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Malted Barley Flour), Butter, Egg Whites, Natural Vanilla Flavor, Milk, Lemon Oil, Baking Powder, Salt","Milk and Dairy, Eggs, Wheat"
Organic Chocolate Chip Animal Cookie,$4.29,11 oz,10 cookies (30 g),140," Organic Enriched Wheat Flour (Organic Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Organic Cane Sugar, Organic Expeller Pressed Palm Oil, Organic Chocolate Chips (Organic Cane Sugar, Organic Chocolate Liquor, Organic Cocoa Butter, Organic Soy Lecithin [Emulsifier]), Organic Invert Cane Sugar, Organic Expeller Pressed Canola Oil, Organic Natural Flavors, Sea Salt, Leavening (Sodium Bicarbonate)","Wheat, Soy"
Euro Classic Imports,$6.49,8 servings per container,25 g (25 g),110,"Unbleached Unbromated Wheat Flour, Chocolate Hazelnut Filling 24% (Sugar; Canola Oil; Hazelnuts 13%; Skimmed Milk Powder; Chocolate 9% (Fat-reduced Cocoa Powder; Cocoa Paste; Sugar); Emulsifier (Soy Lecithin); Natural Vanilla Flavor), Vegetable Oils (Canola; Sustainable Palm), Water, Cage Free Eggs, Sugar, Butter, Decoration (Dextrose, Wheat Starch, Palm Fat), Wheat Gluten, Yeast, Salt, Emulsifier (Mono and Diglycerides of Fatty Acids), Color (Beta Carotene), Antioxidant (Ascorbic Acid), Wheat Malt","Eggs, Milk and Dairy, Soy, Tree Nuts, Wheat"
Dutch Caramel & Vanilla Wafel Cookies,$4.99,4.64 oz,1 wafel (33 g),140," Wheat Flour, Vegetable Fiber (Sugar Beet and/Or Chicory Root), Palm Fruit Oil*, Butter, Cane Sugar, Vegetable Glycerin, Chickpea Flour, Sea Salt, Eggs, Vanilla Extract, Cinnamon, Sunflower Lecithin, Baking Soda, Oat Fiber, Monk Fruit Extract.","Milk and Dairy, Eggs, Wheat"
Organic Chocolate Bunny Grahams Baked Graham Snacks,$4.19,7.5 oz,31 cookies (30 g),140,"Best  Organic Wheat Flour, Organic Cane Sugar, Organic Expeller-pressed Sunflower Oil, Organic Invert Cane Syrup, Organic Whole Wheat Flour (Graham Flour), Organic Cocoa Powder, Calcium Carbonate, Organic Natural Flavor, Baking Soda, Sea Salt, Mixed Tocopherols (Vitamin E) To Protect Flavor.",Wheat
Double Chocolate Sandwich Cremes,$2.99,20 oz,2 cookies (27 g),130," Unbleached Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Powdered Sugar (Cane Sugar, Cornstarch [To Prevent Caking]), Expeller Pressed Canola Oil, Cane Sugar, Cocoa Powder (Processed With Alkali), Invert Cane Sugar, Wheat Starch, Semisweet Chocolate (Cane Sugar, Chocolate Liquor, Dextrose), Baking Soda (Sodium Bicarbonate), Salt, Natural Flavor, Soy Lecithin (Emulsifier).","Wheat, Soy"
Limited Edition Sandwich Cremes Cookies,$2.87,Unknown,Unknown,Unknown,Unknown,Unknown
Organic Friends Bunny Grahams,$6.09,11.25 oz,31 cookies (30 g),130,"Best  Organic Wheat Flour, Organic Cane Sugar, Organic Expeller-pressed Sunflower Oil, Organic Whole Wheat Flour (Graham Flour), Organic Corn Flour, Organic Invert Cane Syrup, Organic Chocolate Cookie Bits (Organic Wheat Flour, Organic Sugar, Organic Expeller-pressed Sunflower Oil, Organic Malted Black Barley Flour, Organic Cocoa, Baking Soda), Organic Honey, Calcium Carbonate, Organic Cocoa Powder, Organic Natural Flavor, Organic Semi-sweet Chocolate Chips (Organic Cane Sugar, Organic Unsweetened Chocolate, Organic Cocoa Butter, Organic Vanilla Extract), Baking Soda, Sea Salt, Mixed Tocopherols (Vitamin E) To Protect Flavor.",Wheat
Organic Whole Grain Honey Cinnamon Animal Cookie,$4.29,11 oz,10 cookies (30 g),140," Organic Whole Wheat Flour, Organic Enriched Wheat Flour (Organic Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Organic Cane Sugar, Organic Expeller Pressed Palm Oil, Organic Invert Cane Sugar, Organic Honey, Sea Salt, Leavening (Sodium Bicarbonate), Organic Cinnamon, Organic Soy Lecithin (Emulsifier).","Wheat, Soy"
Vanilla Wafers,$4.59,6.3 oz,8 wafers (36 g),160," Cane Sugar, Egg Whites, White Rice Flour, Potato Starch†, Non-hydrogenated Shortening (Palm Oil) ‡, Pea Starch, Tapioca Starch, Cellulose, Water, Tapioca Syrup, Natural Flavors, Salt, Leavening (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Pea Starch, Mono Calcium Phosphate), Modified Cellulose, Sunflower Lecithin, Beta-carotene (Color).",Eggs
Spanakopita Swirl,$9.99,1 lb,4 oz,280," Phyllo Pastry (Unbleached Wheat Flour, Filtered Water, Canola Oil, Non-hydrogenated Vegetable Shortening, Sugar, Salt, Corn Starch), Filling (Spinach, Ricotta Cheese [Pasteurized Whole Milk, Citric Acid, Salt], Feta Cheese [Pasteurized Whole Milk, Bacterial Culture, Calcium Chloride, Microbial Rennet], Onion, Canola Oil, Durum Semolina, Dill, Salt, Pepper), Parsley.","Milk and Dairy, Wheat"
Organic Dark Cacao Macaroons,$6.49,6 oz,1 cookie (19 g),100," *Coconut, *Agave Syrup, *Fair-trade Cocoa Powder, *Almond Flour, *Coconut Oil, Vanilla Extract, Himalayan Salt.",Tree Nuts
Two-Bite Chocolate Brownies - Snack Pack,$1.99,2.5 oz,1 pack (71 g),310," Cane Sugar, Unbleached Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sunflower Seed Oil, Organic Egg Whites, Invert Cane Sugar, Water, Organic Butter (Cream), Cocoa Powder (Processed With Alkali), Semi-sweet Chocolate (Cane Sugar, Chocolate Liquor, Cocoa Butter, Soy Lecithin [Emulsifier], Vanilla Extract), Salt, Cornstarch, Natural Chocolate Flavor, Natural Vanilla Flavor, Leavening (Calcium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate, Calcium Sulfate), Mono- and Diglycerides of Fatty Acids (Emulsifiers)","Milk and Dairy, Eggs, Wheat, Soy"
Apple Cider Donut 4pk,$7.49,10 oz,1 ea,350," Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Sugar, Palm Oil, Soybean Oil, Soy Flour, Contains Less Than 2% Apple Cider, Baking Soda, Cinnamon, Corn Starch, Corn Syrup, Detrose, Dried Whole Eggs, Apples, Lemon Juice Concentrate, Mono and Diglycerides, Monocalcium Phosphate, Natural Flavor*, Rapeseed Lecithin*, Salt, Sodium Acid Pyrophosphate, Sour Cream Powder (Cream, Cultures, Lactic Acid, Cultured Nonfat Milk Solids, Citric Acid)., Wheat Starch.","Eggs, Milk and Dairy, Soy, Wheat"
Vanilla Pizzelles,$5.29,5.3 oz,5 cookies (30 g),140," Unbleached Enriched Wheat Pastry Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Cane Sugar, Organic Eggs, Sunflower Seed Oil, Natural Flavor, Sunflower Lecithin (Emulsifier), Caramel Color, Baking Powder (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Cassava Flour, Monocalcium Phosphate), Salt.","Eggs, Wheat"
Confetti Cookies,$5.79,6 oz,2 cookies (28 g),120," Gluten-free Flour (Brown Rice Flour, Potato Starch, Tapioca Flour), Palm Oil Shortening, Rainbow Sprinkles (Sugar, Palm Kernel and Palm Oil, Corn Starch, Vegetable Juice (Beet Juice, Blueberry), Sunflower, Lecithin, Annatto Extract, Spirulina Extract, Turmeric, Beta-carotene, Paprika Oleoresin, Maltodextrin, Carnauba Wax, Cellulose Gum), Cane Sugar, Brown Sugar, Water, Fructose, Brown Rice Syrup, Egg Replacer (Potato Starch, Tapioca Flour, Leavening [Calcium Lactate, Calcium Carbonate, Cream of Tartar], Cellulose Gum, Modified Cellulose), Rice Dextrin, Grape Juice, Prebiotic Tapioca Fiber, Vanilla Extract, Baking Soda, Salt, Xanthan Gum, Sunflower Lecithin.",Soy
Mini Double Chocolate Layer Cake,$8.99,11 oz,0.25 cake (78 g),260,"Cane Sugar, Water, Enriched Unbleached Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Buttermilk (Cultured Low Fat Milk, Condensed Skim Milk, Salt, Sodium Citrate, Vitamin A Palmitate, Vitamin D3), Cocoa Powder (Cocoa Processed With Alkali), Expeller-pressed Canola Oil, Semisweet Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Soy Lecithin Added as An Emulsifier, and Vanilla), Butter (Cream), Cage-free Eggs, Baking Soda, Sea Salt","Eggs, Milk and Dairy, Soy, Wheat"
Vanilla Cupcakes,$5.99,10.6 oz,3 cupcakes (75 g),310," Sugars (Sugar, Dextrose, Glucose), Enriched Wheat Flour, Water, Palm Oil, Canola Oil, Egg, Baking Powder, Natural Vanilla Flavor, Mono and Diglycerides, Citrus Fiber, Calcium Carbonate, Salt, Corn Starch, Soy Lecithin, Gum Arabic, Guar Gum, Locust Bean Gum, Carnauba Wax, Agar, Calcium Sulfate, Citric Acid, Titanium Dioxide, Sodium Hexametaphosphate, Potassium Sorbate","Eggs, Soy, Wheat"
Two Bite Vanilla Cupcakes,$4.79,10.5 oz,3 cupcakes,320,"icing sugar (cane sugar, cornstarch), cane sugar, palm oil shortening (expeller pressed palm oil, expeller pressed modified palm oil, mono- and diglycerides of fatty acids [emulsifiers], polysorbate 60 [emulsifier]), water, unbleached enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, fouc acid), organic eggs, sunflower seed oil invert cane sugar, organic butter (cream), wheat gluten, organic nonfat dry milk, salt, modified cornstarch, leavening (sodium acid pyrophosphate, sodium bicarbonate, monocalcium phosphate), wheat starch, natural vanilla flavor, sunflower lecithin (emulsifier), mono- and diglycerides of fatty acids (emulsifiers).","Milk and Dairy, Eggs, Wheat"
Chocolate Chip Cookies,$5.79,6 oz,2 cookies (28 g),130," Gluten-free Flour (Brown Rice Flour, Potato Starch, Tapioca Flour), Semi-sweet Chocolate Chips (Cane Sugar, Unsweetened Chocolate, Cocoa Butter), Palm Oil, Brown Sugar, Cane Sugar, Fructose, Brown Rice Syrup, Water, Egg Replacer (Potato Starch, Tapioca Flour, Leavening [Calcium Lactate*, Calcium Carbonate, Cream of Tartar], Cellulose Gum, Modified Cellulose), Molasses, Prebiotic from Non-GMO Tapioca Starch, Vanilla Extract, Grape Juice, Rice Syrup, Baking Soda, Salt, Xanthan Gum, Sunflower Lecithin.",Unknown
Crispy Almond Cookie,$5.49,12 servings per container,1 ea,130," Sugar, Unbleached, Unbromated Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Butter (Cream), Almonds, Egg Whites, Invert Cane Sugar, Sea Salt, Natural Almond Flavor, Baking Soda.","Milk and Dairy, Eggs, Tree Nuts, Wheat"
Chocolate Chip Cookie Dough,$6.49,14 oz,1 cookie (14 g),50," Heat Treated Wheat Flour, Earth Balance (Oil Blend [Palm Fruit, Canola and Olive Oils], Water, Salt, Contains Less Than 2% Of Natural Flavor, Sunflower Lecithin, Lactic Acid [Non-dairy], Annatto Extract [Color]), Organic Cane Sugar, Brown Cane Sugar, Semi-sweet Chocolate (Organic Cane Sugar, Unsweetened Chocolate, Cocoa Butter, Soy Lecithin [An Emulsifier], Vanilla Bean Seeds), Apple Sauce (Apples, Water, Ascorbic Acid), Pure Vanilla Extract, Baking Soda, Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate, Corn Starch [Made from Nongenetically Modified Corn]), Sea Salt","Wheat, Soy"
Organic Vanilla Coconut Macaroons,$6.49,6 oz,1 cookie (19 g),110," *Coconut, *Agave Syrup, *Almond Flour, *Coconut Oil, *Vanilla Extract, Himalayan Salt, *Vanilla Bean Powder.",Tree Nuts
Organic Chocolate Chip Macaroons,$6.49,6 oz,1 cookie (19 g),110," *Coconut, *Agave Syrup, *Chocolate Chips (*Cocoa Mass, *Cane Sugar, *Cocoa Butter, *Vanilla), *Almond Flour, *Coconut Oil, *Vanilla Extract, Himalayan Salt.",Tree Nuts
Vegan Lemon Pound Cake,$8.49,14 oz,80 g (80 g),310," Non-GMO Sugar, Non-GMO Flour (Wheat, Matted Barley), Non-GMO Organic Rice Milk (Filtered Water, Brown Rice [Partially Milled], Expeller-pressed Canola Oil and/or Safflower Oil and/or Sunflower Oil, Tricalcium Phosphate, Sea Salt, Vitamin A Palmitate, Vitamin D2, Vitamin B12), Non-GMO Expeller Pressed Canola Oil, Water, Salt, Non-GMO Lemon Zest, Non-GMO Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate [Baking Soda], Non-GMO Corn Starch), Non-GMO Lemon Flavor, Baking Soda (Sodium Bicarbonate), Non-GMO Vanilla.",Wheat
